city,country,query,macro_region,latitude,longitude,window_radius_m,graph_cache_file,n_nodes,n_edges,mean_degree,pc_cebh,pc_rank,pc_rank_ci_low,pc_rank_ci_high,road_gap,lcc_fraction_p1,edge_length_mean_m,edge_length_median_m,orientation_entropy,orientation_dominance,p_grid_min,p_grid_max,p_grid_step,n_perm,n_bootstrap,threshold_boundary_hit,extraction_seconds,analysis_seconds,status,notes
Los Angeles,United States,"Los Angeles, United States",North America,34.0536909,-118.242766,10000,cache\R61_osmnx_city_windows\los_angeles_united_states__drive_10000m.pkl,22280,34611,3.106912028725314,0.42493032620839527,0.6,0.6,0.625,0.1750696737916047,1.0,144.89807061751665,109.35547774406683,0.9004749494963771,0.1593135130449857,0.1,0.9,0.025,6,80,False,51.6477632522583,3.2181906700134277,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
New York City,United States,"New York City, United States",North America,40.7127281,-74.0060152,10000,cache\R61_osmnx_city_windows\new_york_city_united_states__drive_10000m.pkl,20109,34130,3.3944999751355116,0.3876426827190641,0.575,0.575,0.6,0.18735731728093585,1.0,124.40885968169344,83.44446735036047,0.9430064529272925,0.11274538529153237,0.1,0.9,0.025,6,80,False,62.81810188293457,2.4716403484344482,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Montreal,Canada,"Montreal, Canada",North America,45.5031824,-73.5698065,10000,cache\R61_osmnx_city_windows\montreal_canada__drive_10000m.pkl,20313,32065,3.1570915177472556,0.4231662575553621,0.625,0.625,0.7,0.20183374244463792,1.0,130.36816819204256,86.48598800197746,0.9035635047143025,0.14062061437704662,0.1,0.9,0.025,6,80,False,47.86530947685242,2.179999589920044,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Vancouver,Canada,"Vancouver, Canada",North America,49.2608724,-123.113952,10000,cache\R61_osmnx_city_windows\vancouver_canada__drive_10000m.pkl,14876,22751,3.058752352783006,0.4277066531310511,0.625,0.625,0.625,0.1972933468689489,1.0,125.4724328634127,101.38797420698765,0.7770281589511662,0.2763834556722781,0.1,0.9,0.025,6,80,False,73.76249527931213,1.762467622756958,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
London,United Kingdom,"London, United Kingdom",Europe,51.5074456,-0.1277653,10000,cache\R61_osmnx_city_windows\london_united_kingdom__drive_10000m.pkl,48353,62602,2.589373978863773,0.5199847165924646,0.775,0.75,0.8,0.25501528340753543,1.0,81.63977068480663,61.7467422208734,0.9878642663018896,0.07967796556020575,0.1,0.9,0.025,6,80,False,140.96346759796143,4.978997230529785,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Paris,France,"Paris, France",Europe,48.8534951,2.3483915,10000,cache\R61_osmnx_city_windows\paris_france__drive_10000m.pkl,36946,55181,2.987116331943918,0.453974052043998,0.65,0.65,0.675,0.19602594795600203,1.0,99.65850445904388,73.8837195103392,0.9987429057767454,0.06536670230695348,0.1,0.9,0.025,6,80,False,52.467085123062134,4.020965099334717,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Amsterdam,Netherlands,"Amsterdam, Netherlands",Europe,52.3730796,4.8924534,10000,cache\R61_osmnx_city_windows\amsterdam_netherlands__drive_10000m.pkl,23201,32887,2.8349640101719755,0.46668085710231305,0.7,0.6743750000000001,0.7,0.2333191428976869,1.0,96.7029316694671,59.15606744263849,0.9888378756553252,0.07951470185787697,0.1,0.9,0.025,6,80,False,42.70326066017151,2.327090263366699,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Barcelona,Spain,"Barcelona, Spain",Europe,41.3825802,2.177073,10000,cache\R61_osmnx_city_windows\barcelona_spain__drive_10000m.pkl,18674,28820,3.0866445325050873,0.43881419675076505,0.625,0.625,0.625,0.18618580324923495,1.0,94.77827326757448,69.2064168432066,0.9714571285220454,0.11332408049965302,0.1,0.9,0.025,6,80,False,31.768965244293213,1.883291244506836,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Warsaw,Poland,"Warsaw, Poland",Europe,52.2319581,21.0067249,10000,cache\R61_osmnx_city_windows\warsaw_poland__drive_10000m.pkl,17582,24341,2.7688545102946196,0.48007968127490047,0.7,0.675,0.7,0.21992031872509948,1.0,126.87738580676341,82.28284218992474,0.994147745364325,0.07131999507004642,0.1,0.9,0.025,6,80,False,50.484375953674316,1.7395150661468506,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Prague,Czechia,"Prague, Czechia",Europe,50.0874654,14.4212535,10000,cache\R61_osmnx_city_windows\prague_czechia__drive_10000m.pkl,19787,27325,2.7619143882346995,0.4768012005095185,0.7,0.675,0.725,0.22319879949048144,1.0,110.47193920170062,78.67554971276158,0.976113567290705,0.10261665141811528,0.1,0.9,0.025,6,80,False,110.9194724559784,1.8139023780822754,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Rome,Italy,"Rome, Italy",Europe,41.8933203,12.4829321,10000,cache\R61_osmnx_city_windows\rome_italy__drive_10000m.pkl,25843,37062,2.8682428510621834,0.47053297107889186,0.675,0.675,0.7,0.20446702892110818,1.0,98.15116594875491,67.65098395094813,0.9980432202521198,0.06823700825643517,0.1,0.9,0.025,6,80,False,348.59703731536865,2.3228297233581543,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Milan,Italy,"Milan, Italy",Europe,45.4641943,9.1896346,10000,cache\R61_osmnx_city_windows\milan_italy__drive_10000m.pkl,25735,38172,2.9665436176413444,0.4648772408417771,0.65,0.65,0.675,0.1851227591582229,1.0,94.15501599070159,56.24759892614461,0.9919273750097586,0.08231164204128681,0.1,0.9,0.025,6,80,False,48.326648473739624,2.590104818344116,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Lagos,Nigeria,"Lagos, Nigeria",Africa,6.4550575,3.3941795,10000,cache\R61_osmnx_city_windows\lagos_nigeria__drive_10000m.pkl,13226,17952,2.7146529562982007,0.4953369019369792,0.75,0.7,0.75,0.2546630980630208,1.0,119.52579546686427,83.86026066834029,0.9863036048405809,0.09480837789661319,0.1,0.9,0.025,6,80,False,251.10803771018982,0.98252272605896,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Addis Ababa,Ethiopia,"Addis Ababa, Ethiopia",Africa,9.0,38.75,10000,cache\R61_osmnx_city_windows\addis_ababa_ethiopia__drive_10000m.pkl,51078,72263,2.8295156427424724,0.482274189457948,0.7,0.7,0.7006249999999997,0.21772581054205198,1.0,74.33242383957348,55.34185790651927,0.9933486376069782,0.0801101531904294,0.1,0.9,0.025,6,80,False,337.6111786365509,4.450730323791504,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Dakar,Senegal,"Dakar, Senegal",Africa,14.693425,-17.447938,10000,cache\R61_osmnx_city_windows\dakar_senegal__drive_10000m.pkl,28624,43129,3.01348518725545,0.46003775959723087,0.7,0.65,0.725,0.2399622404027691,1.0,58.246049420393405,44.330556563780654,0.9939982890016424,0.07781307241067495,0.1,0.9,0.025,6,80,False,92.30037689208984,1.7291533946990967,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Kampala,Uganda,"Kampala, Uganda",Africa,0.3177137,32.5813539,10000,cache\R61_osmnx_city_windows\kampala_uganda__drive_10000m.pkl,35927,41391,2.3041723494864588,0.574452139397388,0.825,0.8,0.825,0.2505478606026119,1.0,93.68334862109558,74.46381030711976,0.9988889267165607,0.06378198159020076,0.1,0.9,0.025,6,80,False,48.034087896347046,2.9965457916259766,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Dar es Salaam,Tanzania,"Dar es Salaam, Tanzania",Africa,-6.8160837,39.2803583,10000,cache\R61_osmnx_city_windows\dar_es_salaam_tanzania__drive_10000m.pkl,22312,29826,2.6735389028325565,0.5075988359230076,0.775,0.725,0.775,0.26740116407699244,1.0,93.8680150947331,70.1778613050495,0.9973032911934006,0.07302353651176825,0.1,0.9,0.025,6,80,False,42.78934454917908,2.5141921043395996,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Tunis,Tunisia,"Tunis, Tunisia",Africa,36.8002068,10.1857757,10000,cache\R61_osmnx_city_windows\tunis_tunisia__drive_10000m.pkl,46721,67495,2.8892789109822137,0.4801932298410621,0.7,0.7,0.725,0.21980677015893785,1.0,69.50489897355446,48.762233768329615,0.9532925921698122,0.1176976072301652,0.1,0.9,0.025,6,80,False,46.05682134628296,4.306153297424316,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Algiers,Algeria,"Algiers, Algeria",Africa,36.7729333,3.0588445,10000,cache\R61_osmnx_city_windows\algiers_algeria__drive_10000m.pkl,21703,28885,2.6618439847025757,0.5065855241235377,0.75,0.725,0.775,0.24341447587646226,1.0,87.32998126228816,58.435802492458315,0.9980402029910046,0.06827072875194738,0.1,0.9,0.025,6,80,False,394.98117756843567,2.3732306957244873,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Buenos Aires,Argentina,"Buenos Aires, Argentina",Latin America,-34.6095579,-58.3887904,10000,cache\R61_osmnx_city_windows\buenos_aires_argentina__drive_10000m.pkl,21642,37472,3.4628962203123557,0.3806157377781841,0.575,0.55,0.6,0.19438426222181587,1.0,106.03423691365532,103.51125436699249,0.9162399053266254,0.15059244235695987,0.1,0.9,0.025,6,80,False,35.739771604537964,2.2464988231658936,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Rio de Janeiro,Brazil,"Rio de Janeiro, Brazil",Latin America,-22.9110137,-43.2093727,10000,cache\R61_osmnx_city_windows\rio_de_janeiro_brazil__drive_10000m.pkl,14909,20774,2.7867730900798175,0.479348377866999,0.7,0.7,0.725,0.22065162213300094,1.0,104.71278712889983,75.18712081835731,0.9925510127240516,0.07292769808414364,0.1,0.9,0.025,6,80,False,38.01432514190674,1.1053428649902344,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Quito,Ecuador,"Quito, Ecuador",Latin America,-0.2201641,-78.5123274,10000,cache\R61_osmnx_city_windows\quito_ecuador__drive_10000m.pkl,26144,35253,2.6968329253365972,0.4811776588774842,0.725,0.675,0.725,0.24382234112251577,1.0,90.48548881324011,65.70893862715577,0.9830531937092309,0.0877655802343063,0.1,0.9,0.025,6,80,False,36.05421209335327,1.980769395828247,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Montevideo,Uruguay,"Montevideo, Uruguay",Latin America,-34.9058916,-56.1913095,10000,cache\R61_osmnx_city_windows\montevideo_uruguay__drive_10000m.pkl,13761,22450,3.2628442700385145,0.4069683126676818,0.6,0.575,0.625,0.19303168733231818,1.0,104.49389500652127,99.15238432034829,0.9649580808792283,0.12142538975501113,0.1,0.9,0.025,6,80,False,23.081012725830078,1.4768588542938232,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Panama City,Panama,"Panama City, Panama",Latin America,8.9714493,-79.5341802,10000,cache\R61_osmnx_city_windows\panama_city_panama__drive_10000m.pkl,9245,12302,2.6613304488912926,0.4936399020906064,0.725,0.723125,0.75,0.2313600979093936,1.0,110.56398860831112,71.475795307369,0.9909165306871236,0.0739717119167615,0.1,0.9,0.025,6,80,False,245.89098286628723,0.55767822265625,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Delhi,India,"Delhi, India",Asia,28.6138954,77.2090057,10000,cache\R61_osmnx_city_windows\delhi_india__drive_10000m.pkl,59302,85866,2.8958888401740244,0.4689645379225219,0.7,0.7,0.7,0.23103546207747805,1.0,68.64970373172828,43.265426206360104,0.9942958043482697,0.07753942188992151,0.1,0.9,0.025,6,80,False,45.17985200881958,5.248760461807251,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Chennai,India,"Chennai, India",Asia,13.0836939,80.270186,10000,cache\R61_osmnx_city_windows\chennai_india__drive_10000m.pkl,42444,56880,2.6802374893977947,0.498448919501551,0.725,0.725,0.75,0.22655108049844896,1.0,69.83878022085493,50.99468423105972,0.835275051130897,0.19922644163150494,0.1,0.9,0.025,6,80,False,32.16244292259216,2.545527935028076,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Hyderabad,India,"Hyderabad, India",Asia,17.360589,78.4740613,10000,cache\R61_osmnx_city_windows\hyderabad_india__drive_10000m.pkl,98461,132094,2.683174048608078,0.48815586220149443,0.75,0.725,0.75,0.26184413779850557,1.0,56.702288473061955,43.52476222174175,0.9205468695852985,0.13644828682604812,0.1,0.9,0.025,6,80,False,57.25582671165466,7.331795930862427,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Karachi,Pakistan,"Karachi, Pakistan",Asia,24.8546842,67.0207055,10000,cache\R61_osmnx_city_windows\karachi_pakistan__drive_10000m.pkl,52156,78992,3.0290666462152007,0.4466206054300997,0.675,0.675,0.7,0.22837939456990036,1.0,69.24818123699059,46.423385603602995,0.970107723110378,0.09212325298764432,0.1,0.9,0.025,6,80,False,32.150336027145386,4.5863869190216064,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Dhaka,Bangladesh,"Dhaka, Bangladesh",Asia,23.7643863,90.3890144,10000,cache\R61_osmnx_city_windows\dhaka_bangladesh__drive_10000m.pkl,35890,47996,2.6746168849261633,0.501127631139325,0.725,0.7,0.725,0.22387236886067496,1.0,87.08281375335909,57.96038849415653,0.929507449422004,0.1384073672806067,0.1,0.9,0.025,6,80,False,38.79745674133301,2.692370891571045,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Hanoi,Vietnam,"Hanoi, Vietnam",Asia,21.0283334,105.854041,10000,cache\R61_osmnx_city_windows\hanoi_vietnam__drive_10000m.pkl,29320,39886,2.720736698499318,0.48896680233413425,0.75,0.675,0.75,0.26103319766586575,1.0,97.14573488781414,62.4909347880551,0.9975283363537362,0.06944792659078373,0.1,0.9,0.025,6,80,False,38.40581464767456,2.671790599822998,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Ho Chi Minh City,Vietnam,"Ho Chi Minh City, Vietnam",Asia,10.7737261,106.7166008,10000,cache\R61_osmnx_city_windows\ho_chi_minh_city_vietnam__drive_10000m.pkl,40466,51958,2.567982998072456,0.5059497146863499,0.725,0.7,0.775,0.21905028531365012,1.0,81.94243235346651,55.74070426373598,0.9953405115127261,0.07415604911659417,0.1,0.9,0.025,6,80,False,41.84468936920166,3.6589322090148926,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Singapore,Singapore,"Singapore, Singapore",Asia,1.2899175,103.8519072,10000,cache\R61_osmnx_city_windows\singapore_singapore__drive_10000m.pkl,13478,19430,2.88321709452441,0.4668204315025708,0.675,0.6743750000000001,0.6756249999999998,0.20817956849742925,1.0,111.89616471409335,62.31027856630113,0.9970638666944007,0.07210499227997941,0.1,0.9,0.025,6,80,False,40.75279927253723,1.4122543334960938,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Hong Kong,China,"Hong Kong, China",Asia,22.2818333,114.1582831,10000,cache\R61_osmnx_city_windows\hong_kong_china__drive_10000m.pkl,9035,13245,2.9319313779745433,0.4651775366136339,0.675,0.625,0.7,0.20982246338636612,1.0,114.68705616751559,58.46863247392947,0.9973562456562155,0.06727066817667045,0.1,0.9,0.025,6,80,False,105.98186349868774,0.6501734256744385,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Osaka,Japan,"Osaka, Japan",Asia,34.6937569,135.5014539,10000,cache\R61_osmnx_city_windows\osaka_japan__drive_10000m.pkl,92460,138690,3.0,0.44673572726218547,0.625,0.625,0.6256249999999998,0.17826427273781453,1.0,61.77171948180132,47.599625521245756,0.9091429512556759,0.15084721320931574,0.1,0.9,0.025,6,80,False,82.89392399787903,7.87786340713501,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Sydney,Australia,"Sydney, Australia",Oceania,-33.8698439,151.2082848,10000,cache\R61_osmnx_city_windows\sydney_australia__drive_10000m.pkl,22215,31013,2.792077425163178,0.48729632481184104,0.7,0.7,0.75,0.2127036751881589,1.0,107.07599674420013,81.90692717240803,0.9823751627430061,0.1019572437364976,0.1,0.9,0.025,6,80,False,55.74343180656433,2.746595859527588,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
Melbourne,Australia,"Melbourne, Australia",Oceania,-37.8142454,144.9631732,10000,cache\R61_osmnx_city_windows\melbourne_australia__drive_10000m.pkl,35052,51621,2.9453954125299555,0.4686087256486138,0.7,0.7,0.7,0.23139127435138618,1.0,85.38548197817978,59.385180806855054,0.8187344276672944,0.26783673311249295,0.1,0.9,0.025,6,80,False,72.31232857704163,3.7285854816436768,pass,standardized OSMnx centre-window screen; not a city-boundary replacement
