city,country,macro_region,latitude,longitude,window_radius_m,bbox_area_km2,n_nodes,n_edges,pc_cebh,pc_rank,road_gap,node_density_per_km2,edge_density_per_km2,chord_length_density_km_per_km2,edge_length_mean_m,edge_length_median_m,edge_length_iqr_m,edge_length_cv,short_edge_share_lt40m,long_edge_share_gt150m,orientation_entropy,orientation_dominance,orientation_fourfold_order,orthogonal_alignment_share_10deg,dead_end_share,degree2_share,degree3_share,degree4plus_share,mean_degree,kappa,degree_gini,connected_components,cyclomatic_number,cycle_density,arterial_length_share,collector_length_share,local_length_share,motorway_trunk_length_share,residential_length_share,oneway_length_share,bridge_tunnel_length_share,maxspeed_coverage_share,lanes_coverage_share,edge_circuity_mean,edge_circuity_median,graph_cache_file
Santiago,Chile,Latin America,-33.4376995,-70.6510671,10000,400.0,60718,88302,0.4543405779204741,0.65,0.1956594220795258,151.795,220.755,16.682969462153125,75.5723288811267,53.2988980129349,63.08829821040338,1.1963341489328363,0.3178636950465448,0.0917759507145931,0.9423637772679254,0.1039840547212973,0.417562606018296,0.3906480034427306,0.1531671003656247,0.0120063243189828,0.6113343654270562,0.2234922098883362,2.9085938272011598,3.2009920500101923,0.1528480586137928,1,27585,0.4543133831812642,0.1745318199587341,0.1411678327309284,0.6728514777932152,0.0340991495304154,0.3836027375329714,0.2603199534709578,0.0242482786154121,0.3465714291675153,0.8929138657796634,1.016486866392164,1.0000000314232325,cache\R61_osmnx_city_windows\santiago_chile__drive_10000m.pkl
Sao Paulo,Brazil,Latin America,-23.5506507,-46.6333824,10000,400.0,51289,77333,0.4525467568643056,0.675,0.2224532431356944,128.2225,193.3325,17.293529388779035,89.44967550090665,71.37930469510347,79.52186860102199,0.989854319825212,0.2724968642106216,0.1408712968590381,0.9988575536175796,0.066129595386187,0.0100499788743177,0.2348027362186906,0.0883425295872409,0.0162218019458363,0.690615921542631,0.2048197469242917,3.0155783891282733,3.2097164211914704,0.1129768038138252,1,26045,0.5078086919222445,0.1885612596060717,0.1171332160408167,0.693097578697726,0.0584933268983531,0.6883769005562117,0.3059895547942179,0.0212055784928522,0.2705292785746052,0.3616373778697925,1.0294588952269776,1.000003391168981,cache\R61_osmnx_city_windows\sao_paulo_brazil__drive_10000m.pkl
Tokyo,Japan,Asia,35.6768601,139.7638947,10000,400.0,62113,98086,0.4276266169078313,0.625,0.1973733830921686,155.2825,245.215,18.19978670326082,74.21971210268875,58.70195218750155,50.90613476421219,1.2772550176504571,0.2787247925290051,0.063118080052199,0.9825769867269988,0.0897987480374365,0.1994754685288237,0.3513957139652958,0.0624506947015922,0.0197704184309242,0.6240561557161947,0.2937227311512888,3.158308244650878,3.338488673205146,0.1110260585142821,1,35974,0.5791702220147151,0.1773973231437561,0.390553431067053,0.4320280216772458,0.063591335223011,0.4362195078893527,0.2903934952642787,0.0720597528955545,0.2242095993243783,0.2517959053087612,1.0220653140690132,1.000003265208337,cache\R61_osmnx_city_windows\tokyo_japan__drive_10000m.pkl
Seoul,South Korea,Asia,37.5666791,126.9782914,10000,400.0,50914,76060,0.4516653899369949,0.675,0.2233346100630051,127.285,190.15,14.21150647670856,74.73839851016861,53.01788037895898,55.60663811162398,1.449217996824657,0.3563371022876676,0.0829476728898238,0.996849950211142,0.067828030502235,0.0884961764096584,0.2508940310281357,0.1056487410142593,0.0165769729347527,0.671151353262364,0.2066229327886239,2.9877833208940565,3.2140283986326583,0.1254023613736634,1,25147,0.4939113014102211,0.2176882231338091,0.0873125531516911,0.6896931343048781,0.0398458798226389,0.6780300466280098,0.1689617742921482,0.0633409312998243,0.0830500620854815,0.1407747258245242,1.0368555855974535,1.0000000411286114,cache\R61_osmnx_city_windows\seoul_south_korea__drive_10000m.pkl
Taipei,Taiwan,Asia,25.0375198,121.5636796,10000,400.0,16388,24900,0.431684610183596,0.6,0.1683153898164039,40.97,62.25,8.011711484819863,128.7021925272267,75.8745209754695,107.3236518339315,1.669868129666379,0.2624899598393574,0.2395582329317269,0.9774568082808875,0.1136546184738955,0.2204370139676657,0.3659437751004016,0.1211862338296314,0.0206248474493531,0.5738955333170612,0.2842933854039541,3.0388088845496704,3.3165060240963857,0.1477310927870623,1,8513,0.5194654625335612,0.2523056596170904,0.3245791348705377,0.4218194321734418,0.1009833570853254,0.4288924838778269,0.3317484015294812,0.1701398506441239,0.1743622138934258,0.3662912325734515,1.0425016478182765,1.000023740794434,cache\R61_osmnx_city_windows\taipei_taiwan__drive_10000m.pkl
Bangkok,Thailand,Asia,13.7524938,100.4935089,10000,400.0,63366,71694,0.5689051824695883,0.85,0.2810948175304116,158.415,179.235,14.024408966702106,78.24592834380621,49.47971757256563,56.55210929772801,1.4937520868915717,0.3719976567076742,0.104318353000251,0.9933200450636754,0.0753898513125226,0.1274023246548196,0.2820180210338383,0.3948647539690054,0.0147555471388441,0.5238298140958874,0.0665498847962629,2.2628538964113245,2.75776215582894,0.2402663489236614,1,8329,0.1314427295395006,0.1617760993020646,0.0649137515842118,0.7717841506240499,0.0321608297746076,0.7720306697020402,0.1614145528541458,0.1042516099631706,0.2225183476255344,0.1307586697769227,1.0526589098913668,1.0000000314128317,cache\R61_osmnx_city_windows\bangkok_thailand__drive_10000m.pkl
Kuala Lumpur,Malaysia,Asia,3.1516964,101.6942371,10000,400.0,37213,50999,0.4969016115517276,0.7,0.2030983884482723,93.0325,127.4975,12.727623937529042,99.82645885236214,64.61157815920433,85.61724050931359,1.4252528310813657,0.2900252946136198,0.179415282652601,0.9841540457152068,0.0935312457107002,0.1557978623881939,0.3469087629169199,0.1679789320936232,0.0275172654717437,0.7035175879396985,0.1009862144949345,2.74092387069035,3.0124708327614265,0.1427368138085059,1,13787,0.3704888076747373,0.1980633952523319,0.2167895953140674,0.585147009433597,0.1094949229655301,0.5886331127495635,0.3030850331709117,0.0947497582516253,0.107834324036668,0.3898700902046889,1.055275975354076,1.0000000445201975,cache\R61_osmnx_city_windows\kuala_lumpur_malaysia__drive_10000m.pkl
Jakarta,Indonesia,Asia,-6.1754049,106.827168,10000,400.0,50166,65445,0.512325721577254,0.7,0.1876742784227459,125.415,163.6125,13.12280714345438,80.2066293434449,51.9708385870924,66.40954010357827,1.4150675243465272,0.3659408663763465,0.1207273282909313,0.9275471687729926,0.1429444571777828,0.4288608365452784,0.493865077546031,0.2342024478730614,0.0155483793804568,0.6578957859905115,0.0923533867559701,2.609137662958976,2.9518832607533043,0.172964556967986,1,15280,0.3045887652992066,0.1477744954222867,0.1415734567185822,0.7075331722281394,0.0537474852404866,0.5512826344258234,0.2023437929146684,0.0686882198075967,0.0291370816912984,0.8566424461598473,1.0413169814243253,1.0000022729089475,cache\R61_osmnx_city_windows\jakarta_indonesia__drive_10000m.pkl
Manila,Philippines,Asia,14.5904492,120.9803621,10000,400.0,25142,36895,0.4492979529208324,0.65,0.2007020470791676,62.855,92.2375,8.975843197238426,97.31229919759778,67.60005993484488,83.40814449347387,1.3600240024025518,0.2692234720151782,0.1823553327009079,0.9910014927541004,0.0734516872204905,0.1131543352358904,0.2644260739937661,0.1446185665420412,0.0219552939304749,0.5924349693739559,0.2409911701535279,2.934929599872723,3.22569453855536,0.1535143359023363,1,11754,0.4675045740195688,0.1969665036219775,0.1757790446192976,0.6202183171958914,0.0493055405483468,0.6209977601165854,0.240416219532067,0.0661666652108426,0.3512327112921737,0.6945390069630419,1.030350894262184,1.0000000470709696,cache\R61_osmnx_city_windows\manila_philippines__drive_10000m.pkl
Mumbai,India,Asia,19.054999,72.8692035,10000,400.0,18270,24999,0.4825037154272258,0.725,0.2424962845727741,45.675,62.4975,5.695055166906647,91.1245276516124,58.30593001023726,85.85775161871189,1.864052904565394,0.3722148885955438,0.1555662226489059,0.97875480005294,0.0981639265570622,0.2388556872926476,0.3222128885155406,0.2019157088122605,0.0185002736726874,0.6223864258347017,0.1571975916803503,2.7366174055829227,3.0725229009160366,0.170726634210415,1,6730,0.3683634373289545,0.2297034947396246,0.1703994418591267,0.5998970634012485,0.0804787673981735,0.5578037353793273,0.2895570465396752,0.0871152458031777,0.0506155609706761,0.1367777766097636,1.0481229514139487,1.000000031517827,cache\R61_osmnx_city_windows\mumbai_india__drive_10000m.pkl
Bengaluru,India,Asia,12.9767936,77.590082,10000,400.0,101357,136603,0.487624045120297,0.7,0.2123759548797029,253.3925,341.5075,20.3965840572628,59.72514236806745,41.6030667185708,44.80365601432901,1.185644767008457,0.4789499498546884,0.0562139923720562,0.8793845245206297,0.1494989129082084,0.5693253138172086,0.4274064259203677,0.2230137040362284,0.0073305247787523,0.6218514754777668,0.1478042957072526,2.695482305119528,3.0507602322057346,0.1771695883974586,1,35247,0.3477510186765591,0.0766905503289298,0.1033555908820757,0.8199462221684396,0.015678902974648,0.8073995092777064,0.0800827562537915,0.0217470260784569,0.0396732683230459,0.0876948557330448,1.0206920351418916,1.0000000313946995,cache\R61_osmnx_city_windows\bengaluru_india__drive_10000m.pkl
Los Angeles,United States,North America,34.0536909,-118.242766,10000,400.0,22280,34611,0.4249303262083952,0.6,0.1750696737916047,55.7,86.5275,12.537667805357174,144.89807061751665,109.35547774406685,116.0654358232144,0.8685904407057581,0.1073358180925139,0.3420877755626824,0.9004749494963771,0.1593135130449857,0.423518620217267,0.5375458669209211,0.100359066427289,0.0240125673249551,0.5534560143626571,0.3221723518850987,3.106912028725314,3.353326976972639,0.1374217651251583,1,12332,0.5535008976660682,0.2293200505470785,0.1710242647279344,0.5990035045332337,0.0562589658578407,0.6009297147648818,0.1034068438265587,0.0395037642533272,0.2392818054050667,0.46031364565002,1.0321115612540637,1.0000038999873702,cache\R61_osmnx_city_windows\los_angeles_united_states__drive_10000m.pkl
New York City,United States,North America,40.7127281,-74.0060152,10000,400.0,20109,34130,0.3876426827190641,0.575,0.1873573172809358,50.2725,85.325,10.615185952340491,124.40885968169344,83.44446735036047,79.76155400015813,1.1208258194790357,0.1192792264869616,0.2635218283035452,0.9430064529272923,0.1127453852915323,0.2587936867138865,0.2519777322004102,0.05524889353026,0.016957581182555,0.4171266597046099,0.510666865582575,3.394499975135512,3.5796952827424557,0.1120206681380209,1,14022,0.6972997165448307,0.3160019812878576,0.1461325781432945,0.5378632065276812,0.1017034116560157,0.5384302518927548,0.5231821749247081,0.084407815502832,0.3917084585321965,0.4604709928031535,1.01643859140494,1.0000013730245656,cache\R61_osmnx_city_windows\new_york_city_united_states__drive_10000m.pkl
Montreal,Canada,North America,45.5031824,-73.5698065,10000,400.0,20313,32065,0.4231662575553621,0.625,0.2018337424446379,50.7825,80.1625,10.450638282694612,130.36816819204256,86.48598800197746,107.03416406738168,1.0619092947090425,0.1493216903165445,0.2924372368626228,0.9035635047143024,0.1406206143770466,0.485926284217465,0.1179167316388585,0.0638999655393098,0.0605031260768965,0.5367990941761434,0.3387978142076502,3.157091517747256,3.363137377202557,0.1264815876350336,1,11753,0.5785949884310541,0.2030527959682015,0.1502654529016862,0.6440661056370627,0.0578931131040519,0.6440930045317024,0.336161370528291,0.0420511757135412,0.7893580469347689,0.7627390302857223,1.070302731233724,1.0000210641967238,cache\R61_osmnx_city_windows\montreal_canada__drive_10000m.pkl
Vancouver,Canada,North America,49.2608724,-123.113952,10000,400.0,14876,22751,0.4277066531310511,0.625,0.1972933468689489,37.19,56.8775,7.1365583001887565,125.4724328634127,101.38797420698764,106.51045561660008,1.0194136913158818,0.1850468111291811,0.2864489472990198,0.7770281589511662,0.2763834556722781,0.5344101949523861,0.6778163597204518,0.1220758268351707,0.0265528367840817,0.528367840817424,0.3230034955633235,3.058752352783006,3.3380510746780363,0.1499953953960746,1,7876,0.5294433987631083,0.1588957948771488,0.2108986743191453,0.6301322228760796,0.0362620758670574,0.6345722581040129,0.1146086171324106,0.02936659327044,0.3915981325692018,0.4830309511386507,1.032521567718223,1.000021470081725,cache\R61_osmnx_city_windows\vancouver_canada__drive_10000m.pkl
London,United Kingdom,Europe,51.5074456,-0.1277653,10000,400.0,48353,62602,0.5199847165924646,0.775,0.2550152834075354,120.8825,156.505,12.777032311025662,81.63977068480663,61.7467422208734,71.7228097517218,1.00244761985679,0.315293441104118,0.1295805245838791,0.9878642663018896,0.0796779655602057,0.1894712994507897,0.2466854094118399,0.2249084855127913,0.0450644220627468,0.6475709883564619,0.0824561040679999,2.589373978863773,2.923133446215776,0.1733491583681123,1,14250,0.2947076706719335,0.1790650013535084,0.162631932390289,0.6581582146788417,0.0536659411301608,0.6617537242659076,0.1086932919494336,0.0322442847272134,0.9511062763249992,0.2563487380462683,1.0503511623655823,1.0002267202075443,cache\R61_osmnx_city_windows\london_united_kingdom__drive_10000m.pkl
Paris,France,Europe,48.8534951,2.3483915,10000,400.0,36946,55181,0.453974052043998,0.65,0.196025947956002,92.365,137.9525,13.748139836386253,99.65850445904388,73.8837195103392,95.62200379307626,1.1183577125462305,0.2866385168808104,0.1949946539569779,0.9987429057767454,0.0653667023069534,0.023654092263316,0.2109421721244631,0.0921344665187029,0.0369999458669409,0.6759053754127646,0.1949602122015915,2.987116331943918,3.202769069063627,0.1226392384443411,1,18236,0.4935852325014886,0.2823058763408021,0.1506869853576772,0.5616249676332068,0.0621443644297713,0.5403836863676548,0.4768300586305175,0.0697776725842024,0.700753172959385,0.4345427172557257,1.0306572520064408,1.0001259888594358,cache\R61_osmnx_city_windows\paris_france__drive_10000m.pkl
Amsterdam,Netherlands,Europe,52.3730796,4.8924534,10000,400.0,23201,32887,0.466680857102313,0.7,0.2333191428976869,58.0025,82.2175,7.950673284534412,96.7029316694671,59.15606744263849,79.82278675617601,1.7667545610657238,0.3560069328306017,0.1485997506613555,0.9888378756553252,0.0795147018578769,0.1388612213854634,0.2758536807857208,0.1549933192534804,0.05517003577432,0.6000603422266282,0.1897763027455713,2.8349640101719755,3.142791984674796,0.162610763581011,1,9687,0.4175251066764364,0.1860659804066756,0.3361903086644744,0.4470573940081732,0.0771675175951595,0.4322384372905797,0.2971628893604442,0.1479193441551307,0.9943583272402958,0.3607738827697238,1.081457142517727,1.0000658244781906,cache\R61_osmnx_city_windows\amsterdam_netherlands__drive_10000m.pkl
Barcelona,Spain,Europe,41.3825802,2.177073,10000,400.0,18674,28820,0.438814196750765,0.625,0.1861858032492349,46.685,72.05,6.828774588928741,94.77827326757448,69.2064168432066,87.10247300364564,1.2744134996658587,0.2981263011797363,0.141325468424705,0.9714571285220454,0.113324080499653,0.2562848843523939,0.155412907702984,0.0738459890757202,0.0247938309949662,0.651868908643033,0.2494912712862804,3.0866445325050877,3.278868841082581,0.1147244027830745,1,10147,0.5433758166434615,0.2088640231834095,0.193772967661086,0.5969433775220493,0.0954952793042949,0.5210875996053383,0.5956375790798952,0.0962660859226608,0.6955320128510635,0.5817897775914862,1.046278673409865,1.00012517546818,cache\R61_osmnx_city_windows\barcelona_spain__drive_10000m.pkl
Warsaw,Poland,Europe,52.2319581,21.0067249,10000,400.0,17582,24341,0.4800796812749004,0.7,0.2199203187250994,43.955,60.8525,7.7208061198060705,126.8773858067634,82.28284218992474,123.87886972245362,1.367183448531113,0.2803911096503841,0.2694219629431822,0.994147745364325,0.0713199950700464,0.1134024509117439,0.2545910192679019,0.1780229780457285,0.0384484131498123,0.6242748265271301,0.1592537822773291,2.76885451029462,3.08298755186722,0.1639366306462863,1,6760,0.3844841314981231,0.1829852805013897,0.1884945332179731,0.6285201862806405,0.0353949705018723,0.5449378237764098,0.2573448650977454,0.0651453110707835,0.589061749748639,0.554035558171983,1.0442258841801306,1.0001539048944332,cache\R61_osmnx_city_windows\warsaw_poland__drive_10000m.pkl
Prague,Czechia,Europe,50.0874654,14.4212535,10000,400.0,19787,27325,0.4768012005095185,0.7,0.2231987994904814,49.4675,68.3125,7.546614346716174,110.47193920170062,78.67554971276158,90.69271257381814,1.3170676031314463,0.2460018298261665,0.2006221408966148,0.976113567290705,0.1026166514181152,0.2517040909994024,0.3227813357731015,0.1856269267701016,0.0446757972406125,0.5998382776570476,0.1698589983322383,2.7619143882346995,3.0973101555352245,0.1728419728664716,1,7539,0.3810077323495224,0.1640789228262719,0.1766401034772856,0.6580440472395829,0.0419402057218708,0.598425406644705,0.2516387731603998,0.0631435643050285,0.6462603426780457,0.409491761530132,1.0571378055518843,1.0002862690638334,cache\R61_osmnx_city_windows\prague_czechia__drive_10000m.pkl
Rome,Italy,Europe,41.8933203,12.4829321,10000,400.0,25843,37062,0.4705329710788918,0.675,0.2044670289211081,64.6075,92.655,9.094196280981889,98.15116594875492,67.65098395094813,86.78258221407788,1.373334421364512,0.3136905725540985,0.1661270303815228,0.9980432202521198,0.0682370082564351,0.0032425411999166,0.2277534941449463,0.1347753743760399,0.0306079015594164,0.6739542622760516,0.160662461788492,2.868242851062184,3.1252495817818797,0.1384745223297487,1,11220,0.4341601207290175,0.2131548223223584,0.2137826690477046,0.5730418086950716,0.0623623954371603,0.5773227396250679,0.4188940282919432,0.0700677357026064,0.5749997798095821,0.6903390966988726,1.059163759411186,1.0001501862842093,cache\R61_osmnx_city_windows\rome_italy__drive_10000m.pkl
